Order_Date,Category,Customer_ID,Revenue
2022-06-25,Office Supplies,CUST-0424,359.22
2022-09-16,Furniture,CUST-0306,197.62
2022-02-24,Office Supplies,CUST-0173,85.57
2023-09-06,Furniture,CUST-0111,42.1
2023-06-25,Office Supplies,CUST-0195,97.41
2022-09-24,Office Supplies,CUST-0128,87.62
2023-06-24,Office Supplies,CUST-0476,103.49
2022-09-10,Office Supplies,CUST-0117,59.1
2022-11-01,Technology,CUST-0233,52.95
2022-10-22,Office Supplies,CUST-0158,24.99
2023-08-04,Furniture,CUST-0008,402.09
2023-05-07,Office Supplies,CUST-0414,293.92
2023-08-13,Office Supplies,CUST-0432,250.98
2022-08-27,Technology,CUST-0144,83.65
2022-02-14,Office Supplies,CUST-0291,225.87
2023-06-03,Technology,CUST-0110,277.97
2023-12-02,Technology,CUST-0154,98.4
2022-02-19,Office Supplies,CUST-0342,240.88
2023-10-25,Furniture,CUST-0255,175.09
2023-10-09,Office Supplies,CUST-0065,98.54
2023-05-13,Office Supplies,CUST-0142,153.98
2023-07-15,Furniture,CUST-0191,506.79
2022-01-16,Furniture,CUST-0283,181.46
2023-10-20,Technology,CUST-0308,114.77
2022-08-30,Furniture,CUST-0192,123.85
2022-03-19,Furniture,CUST-0166,28.29
2022-04-22,Technology,CUST-0317,206.03
2022-01-18,Technology,CUST-0155,205.31
2022-03-16,Office Supplies,CUST-0129,446.65
2022-01-30,Technology,CUST-0445,157.08
2023-12-05,Office Supplies,CUST-0091,401.66
2023-03-20,Furniture,CUST-0475,221.92
2022-09-04,Office Supplies,CUST-0132,237.71
2023-01-22,Furniture,CUST-0431,218.97
2022-08-29,Technology,CUST-0050,95.47
2022-10-25,Office Supplies,CUST-0220,185.09
2022-10-12,Technology,CUST-0082,357.29
2022-09-30,Office Supplies,CUST-0278,71.64
2022-08-16,Office Supplies,CUST-0254,391.71
2023-05-26,Office Supplies,CUST-0309,282.61
2022-05-30,Office Supplies,CUST-0215,79.59
2022-05-11,Furniture,CUST-0381,68.92
2023-06-14,Technology,CUST-0411,224.03
2022-02-06,Office Supplies,CUST-0231,232.32
2023-03-22,Technology,CUST-0230,972.29
2023-03-01,Office Supplies,CUST-0109,281.66
2023-01-13,Furniture,CUST-0259,168.63
2023-06-06,Furniture,CUST-0059,468.68
2023-12-02,Office Supplies,CUST-0324,218.42
2023-12-03,Furniture,CUST-0084,156.79
2022-09-03,Technology,CUST-0319,241.6
2023-02-08,Technology,CUST-0064,269.21
2023-08-02,Office Supplies,CUST-0344,29.54
2022-12-31,Office Supplies,CUST-0248,272.82
2023-09-05,Office Supplies,CUST-0398,71.16
2023-06-24,Office Supplies,CUST-0226,72.01
2023-12-05,Office Supplies,CUST-0137,231.01
2022-04-05,Furniture,CUST-0471,350.78
2022-07-22,Furniture,CUST-0451,58.19
2022-06-18,Office Supplies,CUST-0205,136.16
2022-06-05,Office Supplies,CUST-0465,52.7
2022-08-08,Furniture,CUST-0117,66.05
2022-11-04,Furniture,CUST-0222,245.61
2023-05-21,Technology,CUST-0151,147.04
2022-11-03,Office Supplies,CUST-0078,90.45
2023-06-17,Office Supplies,CUST-0363,226.27
2023-12-27,Technology,CUST-0174,375.62
2023-11-26,Office Supplies,CUST-0166,67.53
2023-08-06,Furniture,CUST-0375,147.73
2022-08-16,Technology,CUST-0016,543.71
2023-11-27,Office Supplies,CUST-0432,272.48
2023-11-15,Furniture,CUST-0070,413.8
2023-02-27,Office Supplies,CUST-0216,153.95
2022-10-08,Furniture,CUST-0458,189.48
2022-07-27,Furniture,CUST-0196,101.67
2023-01-04,Office Supplies,CUST-0183,358.86
2023-07-21,Office Supplies,CUST-0037,307.71
2023-09-21,Office Supplies,CUST-0352,160.28
2023-01-09,Furniture,CUST-0299,427.9
2023-05-07,Furniture,CUST-0047,97.57
2022-09-05,Office Supplies,CUST-0252,382.92
2023-02-17,Technology,CUST-0052,193.15
2022-03-31,Technology,CUST-0351,24.75
2022-08-30,Office Supplies,CUST-0052,366.45
2023-02-28,Office Supplies,CUST-0365,145.03
2022-09-28,Furniture,CUST-0116,99.5
2022-01-30,Furniture,CUST-0183,371.74
2022-04-21,Technology,CUST-0107,219.4
2022-03-14,Office Supplies,CUST-0086,161.58
2022-05-29,Technology,CUST-0476,106.45
2022-03-27,Technology,CUST-0320,114.93
2023-02-19,Furniture,CUST-0161,163.43
2023-07-12,Furniture,CUST-0471,180.38
2023-11-07,Office Supplies,CUST-0016,311.84
2023-01-16,Technology,CUST-0294,258.63
2022-02-01,Technology,CUST-0296,584.46
2023-09-15,Office Supplies,CUST-0074,134.94
2022-04-24,Technology,CUST-0330,202.95
2023-08-28,Technology,CUST-0050,11.05
2023-08-16,Technology,CUST-0373,138.25
2022-11-10,Technology,CUST-0301,444.11
2023-09-06,Office Supplies,CUST-0052,48.84
2022-07-06,Office Supplies,CUST-0354,31.33
2023-09-29,Furniture,CUST-0474,314.58
2022-12-24,Furniture,CUST-0025,103.27
2023-12-03,Office Supplies,CUST-0313,126.95
2023-06-16,Furniture,CUST-0359,96.99
2022-01-19,Technology,CUST-0491,208.08
2023-03-31,Furniture,CUST-0255,281.67
2023-09-02,Office Supplies,CUST-0132,412.88
2022-06-11,Office Supplies,CUST-0185,249.12
2023-01-12,Furniture,CUST-0482,555.82
2023-05-21,Technology,CUST-0323,217.39
2022-06-29,Office Supplies,CUST-0447,287.06
2023-10-03,Furniture,CUST-0162,135.44
2022-06-30,Office Supplies,CUST-0274,624.3
2023-02-17,Technology,CUST-0333,140.02
2023-12-24,Office Supplies,CUST-0422,213.8
2023-01-23,Technology,CUST-0353,80.98
2023-12-06,Technology,CUST-0310,676.64
2022-06-20,Furniture,CUST-0359,214.66
2022-05-25,Technology,CUST-0155,103.87
2023-10-12,Furniture,CUST-0372,108.94
2023-02-14,Office Supplies,CUST-0023,294.73
2023-08-27,Technology,CUST-0229,32.09
2022-06-25,Office Supplies,CUST-0364,434.69
2022-10-02,Furniture,CUST-0195,163.14
2023-06-07,Office Supplies,CUST-0474,79.77
2022-04-03,Technology,CUST-0063,84.79
2022-10-12,Technology,CUST-0419,133.79
2023-02-28,Office Supplies,CUST-0159,117.04
2022-04-10,Furniture,CUST-0308,101.52
2023-08-20,Technology,CUST-0303,672.42
2023-03-31,Furniture,CUST-0022,191.22
2023-09-10,Technology,CUST-0330,123.66
2023-10-28,Technology,CUST-0197,170.83
2022-03-15,Office Supplies,CUST-0102,221.77
2023-09-25,Technology,CUST-0296,153.79
2023-09-25,Technology,CUST-0479,213.82
2023-01-02,Technology,CUST-0378,216.45
2022-09-27,Office Supplies,CUST-0070,223.04
2022-03-30,Technology,CUST-0217,172.81
2022-06-01,Office Supplies,CUST-0216,649.22
2023-09-02,Technology,CUST-0090,195.51
2022-10-06,Technology,CUST-0385,222.37
2022-05-08,Office Supplies,CUST-0209,261.6
2023-10-09,Furniture,CUST-0009,111.08
2022-10-16,Technology,CUST-0321,20.35
2023-04-08,Office Supplies,CUST-0153,455.27
2022-05-29,Furniture,CUST-0131,993.15
2023-04-04,Furniture,CUST-0266,92.96
2023-09-29,Office Supplies,CUST-0295,91.69
2022-07-23,Technology,CUST-0075,340.14
2022-10-31,Office Supplies,CUST-0274,257.03
2022-01-25,Furniture,CUST-0222,260.73
2023-05-26,Furniture,CUST-0440,246.62
2022-08-05,Office Supplies,CUST-0408,415.15
2023-09-30,Office Supplies,CUST-0325,145.54
2023-01-01,Technology,CUST-0332,492.15
2023-04-26,Furniture,CUST-0126,63.96
2023-09-21,Furniture,CUST-0304,91.12
2023-10-18,Furniture,CUST-0053,248.76
2022-11-04,Technology,CUST-0287,246.63
2022-12-13,Furniture,CUST-0155,83.53
2023-08-23,Office Supplies,CUST-0108,119.34
2022-06-26,Office Supplies,CUST-0049,159.44
2023-10-06,Technology,CUST-0145,116.67
2022-07-17,Furniture,CUST-0084,32.56
2022-03-13,Furniture,CUST-0283,163.56
2022-12-07,Office Supplies,CUST-0471,99.88
2022-01-04,Furniture,CUST-0395,126.01
2023-06-09,Office Supplies,CUST-0263,264.63
2023-09-22,Technology,CUST-0451,175.31
2023-02-03,Furniture,CUST-0168,181.44
2023-08-04,Technology,CUST-0077,338.63
2023-02-10,Technology,CUST-0154,143.55
2023-02-11,Technology,CUST-0130,285.32
2023-07-06,Technology,CUST-0016,111.56
2023-04-25,Office Supplies,CUST-0342,185.75
2022-06-08,Technology,CUST-0472,245.11
2023-03-08,Furniture,CUST-0012,561.53
2022-04-06,Furniture,CUST-0135,46.46
2022-07-25,Technology,CUST-0416,475.24
2022-12-03,Technology,CUST-0249,147.3
2023-12-03,Technology,CUST-0457,162.78
2023-03-20,Office Supplies,CUST-0282,207.35
2023-02-23,Office Supplies,CUST-0073,156.75
2023-01-04,Office Supplies,CUST-0268,470.74
2023-09-19,Furniture,CUST-0265,20.87
2022-09-25,Technology,CUST-0318,142.01
2023-05-05,Office Supplies,CUST-0273,206.58
2023-06-20,Furniture,CUST-0092,405.67
2022-02-14,Furniture,CUST-0262,691.15
2022-08-22,Technology,CUST-0338,146.28
2022-02-05,Furniture,CUST-0352,373.86
2022-07-07,Furniture,CUST-0142,115.98
2022-10-19,Technology,CUST-0499,389.76
2022-09-14,Technology,CUST-0054,85.27
2023-09-25,Furniture,CUST-0330,378.57
2022-08-07,Office Supplies,CUST-0302,108.28
2022-07-09,Furniture,CUST-0103,458.39
2022-04-09,Furniture,CUST-0363,802.06
2023-06-06,Furniture,CUST-0225,106.5
2022-05-03,Technology,CUST-0394,280.91
2023-01-29,Office Supplies,CUST-0058,455.94
2023-03-25,Office Supplies,CUST-0345,147.22
2023-06-17,Technology,CUST-0111,125.06
2022-10-10,Furniture,CUST-0284,74.84
2022-05-11,Furniture,CUST-0302,151.99
2023-06-09,Office Supplies,CUST-0246,256.5
2022-02-07,Furniture,CUST-0319,560.72
2023-07-14,Technology,CUST-0059,175.98
2023-07-21,Technology,CUST-0383,209.98
2023-05-25,Office Supplies,CUST-0437,107.35
2022-01-29,Office Supplies,CUST-0119,178.08
2023-10-25,Technology,CUST-0185,35.72
2022-06-14,Furniture,CUST-0128,350.33
2023-10-10,Office Supplies,CUST-0237,261.57
2022-09-04,Technology,CUST-0137,130.95
2022-11-03,Furniture,CUST-0031,336.02
2023-07-22,Office Supplies,CUST-0061,50.96
2022-05-02,Office Supplies,CUST-0001,24.15
2022-12-04,Furniture,CUST-0184,303.63
2023-01-18,Office Supplies,CUST-0316,215.8
2023-04-18,Furniture,CUST-0373,97.45
2022-12-15,Furniture,CUST-0324,252.87
2022-10-19,Furniture,CUST-0484,235.19
2022-12-02,Technology,CUST-0004,204.61
2023-02-27,Furniture,CUST-0232,410.01
2022-07-14,Technology,CUST-0103,74.7
2023-05-31,Office Supplies,CUST-0428,445.14
2022-07-28,Office Supplies,CUST-0074,569.57
2023-07-31,Furniture,CUST-0402,141.11
2023-04-01,Office Supplies,CUST-0026,81.42
2023-11-04,Technology,CUST-0457,454.65
2023-12-28,Office Supplies,CUST-0386,36.91
2022-07-21,Technology,CUST-0158,114.38
2022-04-09,Technology,CUST-0202,226.44
2023-08-02,Technology,CUST-0015,195.38
2023-10-21,Technology,CUST-0453,219.82
2023-01-14,Office Supplies,CUST-0428,311.2
2022-03-25,Office Supplies,CUST-0352,296.35
2022-04-16,Technology,CUST-0302,99.03
2022-12-23,Office Supplies,CUST-0389,59.69
2023-04-08,Technology,CUST-0264,152.98
2023-05-29,Furniture,CUST-0343,307.03
2023-10-02,Technology,CUST-0254,119.25
2022-12-09,Furniture,CUST-0175,104.8
2022-08-14,Technology,CUST-0031,157.09
2022-01-24,Office Supplies,CUST-0211,231.52
2022-12-23,Furniture,CUST-0457,125.45
2022-05-19,Technology,CUST-0182,306.7
2022-01-02,Technology,CUST-0288,209.66
2023-05-27,Office Supplies,CUST-0222,41.94
2022-09-22,Office Supplies,CUST-0015,140.15
2022-04-15,Office Supplies,CUST-0319,38.17
2023-04-19,Furniture,CUST-0419,58.17
2023-05-10,Office Supplies,CUST-0490,165.78
2023-07-15,Furniture,CUST-0321,144.3
2023-10-22,Office Supplies,CUST-0065,268.59
2023-04-05,Furniture,CUST-0192,226.81
2022-08-27,Technology,CUST-0453,43.29
2023-07-01,Office Supplies,CUST-0315,233.29
2022-02-05,Furniture,CUST-0403,356.44
2022-03-04,Office Supplies,CUST-0497,256.57
2022-10-26,Technology,CUST-0097,121.72
2022-04-19,Technology,CUST-0024,461.53
2022-11-11,Office Supplies,CUST-0010,812.02
2022-09-24,Office Supplies,CUST-0455,80.32
2022-05-28,Office Supplies,CUST-0217,20.11
2022-03-07,Furniture,CUST-0388,169.9
2022-07-28,Office Supplies,CUST-0297,200.54
2023-09-23,Office Supplies,CUST-0020,167.79
2023-02-26,Furniture,CUST-0189,248.36
2023-09-01,Office Supplies,CUST-0242,508.4
2023-08-28,Furniture,CUST-0133,299.84
2023-03-31,Furniture,CUST-0374,438.97
2022-11-28,Office Supplies,CUST-0153,118.11
2023-07-07,Office Supplies,CUST-0132,120.46
2022-05-03,Office Supplies,CUST-0192,510.0
2023-02-06,Furniture,CUST-0292,168.31
2023-01-11,Office Supplies,CUST-0066,306.39
2023-07-22,Furniture,CUST-0306,301.81
2022-06-02,Office Supplies,CUST-0444,634.55
2022-07-23,Furniture,CUST-0447,215.65
2023-06-12,Technology,CUST-0495,38.09
2023-03-02,Office Supplies,CUST-0158,169.27
2022-06-30,Office Supplies,CUST-0139,9.04
2022-01-04,Technology,CUST-0317,274.35
2023-11-15,Furniture,CUST-0350,396.87
2023-06-26,Furniture,CUST-0196,181.54
2023-11-01,Furniture,CUST-0085,256.53
2023-11-16,Furniture,CUST-0084,253.81
2022-12-16,Office Supplies,CUST-0269,340.81
2023-06-21,Office Supplies,CUST-0223,193.44
2022-04-25,Furniture,CUST-0468,433.38
2023-07-20,Office Supplies,CUST-0421,365.49
2023-07-04,Furniture,CUST-0437,252.08
2023-10-30,Office Supplies,CUST-0286,172.4
2023-12-19,Office Supplies,CUST-0443,215.16
2023-08-07,Furniture,CUST-0095,143.14
2023-05-19,Office Supplies,CUST-0053,76.83
2022-05-17,Office Supplies,CUST-0224,130.3
2023-06-10,Technology,CUST-0408,305.26
2023-08-07,Office Supplies,CUST-0159,61.21
2022-02-26,Furniture,CUST-0486,25.99
2023-01-11,Office Supplies,CUST-0115,9.33
2022-02-11,Office Supplies,CUST-0307,21.08
2023-09-01,Technology,CUST-0278,154.61
2023-06-04,Technology,CUST-0138,295.99
2022-09-03,Technology,CUST-0021,267.06
2022-09-22,Technology,CUST-0227,78.72
2023-07-02,Furniture,CUST-0073,879.02
2023-12-24,Office Supplies,CUST-0363,129.54
2022-03-25,Office Supplies,CUST-0236,149.11
2022-08-04,Office Supplies,CUST-0169,147.83
2023-07-08,Office Supplies,CUST-0392,346.79
2023-03-24,Technology,CUST-0410,73.6
2022-11-09,Furniture,CUST-0437,30.63
2023-11-22,Technology,CUST-0223,145.88
2022-11-04,Office Supplies,CUST-0451,577.55
2022-05-30,Office Supplies,CUST-0189,399.43
2022-01-29,Office Supplies,CUST-0337,286.15
2023-03-17,Furniture,CUST-0254,55.73
2023-07-01,Furniture,CUST-0110,139.4
2023-02-03,Furniture,CUST-0239,153.47
2022-02-01,Office Supplies,CUST-0155,108.44
2022-09-06,Office Supplies,CUST-0228,626.71
2023-12-25,Office Supplies,CUST-0220,194.38
2022-05-16,Furniture,CUST-0254,71.05
2022-02-12,Furniture,CUST-0232,221.01
2022-10-30,Furniture,CUST-0202,127.82
2022-08-09,Furniture,CUST-0081,95.25
2023-07-07,Furniture,CUST-0492,208.01
2023-03-17,Office Supplies,CUST-0117,279.59
2022-11-18,Furniture,CUST-0024,275.0
2022-04-15,Furniture,CUST-0060,570.84
2023-12-10,Technology,CUST-0344,285.02
2023-05-09,Office Supplies,CUST-0058,334.91
2023-11-17,Office Supplies,CUST-0452,18.11
2023-08-30,Technology,CUST-0353,395.39
2023-09-26,Office Supplies,CUST-0226,279.91
2022-06-14,Office Supplies,CUST-0309,132.17
2022-05-15,Furniture,CUST-0226,255.33
2022-01-22,Office Supplies,CUST-0363,456.21
2023-03-10,Furniture,CUST-0325,60.93
2022-09-03,Technology,CUST-0276,286.38
2022-01-21,Office Supplies,CUST-0017,19.1
2022-02-18,Furniture,CUST-0118,112.75
2023-10-03,Furniture,CUST-0027,110.34
2023-06-13,Office Supplies,CUST-0101,650.11
2022-08-03,Office Supplies,CUST-0029,168.56
2023-09-08,Office Supplies,CUST-0343,21.73
2023-12-02,Furniture,CUST-0292,64.55
2022-08-12,Office Supplies,CUST-0145,131.79
2023-07-07,Technology,CUST-0494,94.59
2023-09-13,Furniture,CUST-0365,160.53
2023-07-10,Office Supplies,CUST-0156,173.58
2023-07-26,Office Supplies,CUST-0049,340.78
2023-08-08,Technology,CUST-0179,145.06
2022-01-30,Furniture,CUST-0495,99.07
2023-01-25,Furniture,CUST-0271,262.79
2023-04-23,Office Supplies,CUST-0146,247.15
2023-09-19,Furniture,CUST-0344,184.6
2022-10-04,Technology,CUST-0021,618.58
2022-03-14,Office Supplies,CUST-0161,376.69
2022-10-27,Office Supplies,CUST-0373,536.66
2023-05-13,Furniture,CUST-0328,428.09
2023-12-30,Technology,CUST-0201,60.22
2022-01-19,Furniture,CUST-0497,74.75
2022-11-07,Technology,CUST-0112,96.41
2023-01-15,Office Supplies,CUST-0436,161.58
2023-06-11,Furniture,CUST-0463,296.68
2023-08-25,Technology,CUST-0470,157.7
2023-01-03,Technology,CUST-0138,510.29
2022-08-07,Office Supplies,CUST-0147,129.3
2023-10-08,Office Supplies,CUST-0303,489.01
2022-03-03,Office Supplies,CUST-0308,380.31
2023-12-29,Office Supplies,CUST-0347,327.32
2022-04-29,Office Supplies,CUST-0178,28.04
2022-12-08,Office Supplies,CUST-0389,81.75
2022-04-12,Furniture,CUST-0236,82.81
2022-11-05,Office Supplies,CUST-0493,439.3
2022-08-29,Office Supplies,CUST-0090,172.7
2023-11-20,Technology,CUST-0308,594.67
2022-10-20,Furniture,CUST-0302,242.46
2023-05-02,Furniture,CUST-0257,77.92
2023-04-22,Technology,CUST-0220,503.63
2022-09-17,Furniture,CUST-0286,361.16
2023-12-24,Office Supplies,CUST-0310,437.62
2023-02-11,Technology,CUST-0441,172.61
2022-06-29,Furniture,CUST-0202,464.09
2022-02-02,Office Supplies,CUST-0034,226.35
2022-09-17,Technology,CUST-0314,243.75
2023-05-31,Office Supplies,CUST-0236,59.75
2023-09-25,Technology,CUST-0231,421.51
2022-11-26,Technology,CUST-0359,295.94
2023-07-10,Furniture,CUST-0378,674.93
2023-07-21,Office Supplies,CUST-0129,26.86
2023-03-31,Office Supplies,CUST-0112,166.43
2022-05-26,Office Supplies,CUST-0033,738.67
2022-08-20,Office Supplies,CUST-0447,264.45
2022-05-08,Office Supplies,CUST-0026,148.3
2023-05-03,Technology,CUST-0438,150.56
2022-03-01,Furniture,CUST-0292,83.64
2022-07-10,Furniture,CUST-0152,190.39
2022-05-14,Office Supplies,CUST-0028,235.34
2023-02-09,Office Supplies,CUST-0241,229.59
2022-10-30,Technology,CUST-0362,57.68
2022-11-04,Office Supplies,CUST-0250,190.51
2022-06-25,Technology,CUST-0398,59.72
2023-08-28,Technology,CUST-0390,61.46
2022-07-24,Technology,CUST-0355,143.69
2022-01-02,Furniture,CUST-0168,88.89
2023-03-13,Technology,CUST-0032,26.41
2022-05-09,Office Supplies,CUST-0035,113.59
2022-05-18,Office Supplies,CUST-0201,163.57
2023-10-12,Technology,CUST-0099,300.27
2022-08-19,Furniture,CUST-0207,243.51
2022-05-20,Furniture,CUST-0254,435.64
2023-08-04,Office Supplies,CUST-0246,25.84
2023-01-19,Furniture,CUST-0328,102.43
2023-04-27,Technology,CUST-0377,167.31
2023-08-23,Furniture,CUST-0324,122.4
2023-05-13,Office Supplies,CUST-0390,32.14
2022-02-21,Office Supplies,CUST-0441,829.28
2022-09-02,Technology,CUST-0367,386.2
2022-10-14,Furniture,CUST-0106,253.51
2022-04-25,Technology,CUST-0057,666.47
2022-05-13,Office Supplies,CUST-0183,160.79
2023-06-18,Office Supplies,CUST-0424,27.68
2023-06-01,Technology,CUST-0086,53.54
2022-07-22,Office Supplies,CUST-0448,447.68
2022-09-01,Technology,CUST-0465,146.4
2022-10-20,Office Supplies,CUST-0381,283.73
2022-10-02,Office Supplies,CUST-0158,333.73
2023-06-23,Furniture,CUST-0041,244.38
2022-05-18,Furniture,CUST-0162,119.72
2023-02-05,Office Supplies,CUST-0085,122.11
2022-05-18,Technology,CUST-0201,45.04
2022-07-14,Furniture,CUST-0402,150.63
2022-05-14,Office Supplies,CUST-0298,285.28
2023-02-17,Office Supplies,CUST-0076,232.15
2023-04-02,Office Supplies,CUST-0302,279.22
2022-05-03,Office Supplies,CUST-0125,100.56
2023-08-16,Furniture,CUST-0391,140.52
2023-01-02,Technology,CUST-0310,588.73
2023-05-18,Office Supplies,CUST-0440,58.69
2022-01-31,Furniture,CUST-0099,148.7
2022-09-23,Technology,CUST-0286,88.14
2022-03-04,Technology,CUST-0279,225.35
2023-09-25,Office Supplies,CUST-0389,323.03
2022-12-31,Technology,CUST-0304,208.03
2023-02-22,Office Supplies,CUST-0232,147.12
2023-01-10,Furniture,CUST-0314,324.35
2023-09-24,Office Supplies,CUST-0021,241.41
2022-06-02,Furniture,CUST-0086,156.45
2023-05-31,Furniture,CUST-0221,275.98
2022-08-01,Office Supplies,CUST-0128,131.88
2022-12-12,Furniture,CUST-0386,254.31
2023-03-17,Technology,CUST-0368,69.74
2023-12-31,Office Supplies,CUST-0228,388.18
2023-02-26,Office Supplies,CUST-0041,403.25
2022-10-28,Office Supplies,CUST-0488,281.08
2023-12-06,Office Supplies,CUST-0122,166.51
2022-08-18,Furniture,CUST-0265,287.64
2022-12-26,Office Supplies,CUST-0019,87.88
2022-06-07,Office Supplies,CUST-0347,117.54
2022-11-04,Furniture,CUST-0271,78.33
2023-06-24,Technology,CUST-0212,93.39
2022-11-29,Office Supplies,CUST-0368,260.17
2023-03-18,Furniture,CUST-0383,267.27
2022-06-26,Office Supplies,CUST-0015,131.84
2023-02-25,Office Supplies,CUST-0290,283.81
2022-11-26,Office Supplies,CUST-0428,373.44
2023-03-02,Office Supplies,CUST-0245,152.4
2022-12-17,Office Supplies,CUST-0358,329.54
2023-01-28,Office Supplies,CUST-0050,213.62
2023-03-01,Furniture,CUST-0335,340.26
2022-09-07,Office Supplies,CUST-0098,45.59
2022-02-08,Technology,CUST-0179,99.24
2023-11-12,Technology,CUST-0175,188.23
2022-03-07,Furniture,CUST-0059,248.04
2022-08-06,Furniture,CUST-0441,260.9
2023-08-24,Technology,CUST-0136,279.68
2023-02-18,Technology,CUST-0173,499.91
2022-07-17,Furniture,CUST-0136,112.05
2022-12-07,Technology,CUST-0143,141.6
2022-01-28,Furniture,CUST-0491,277.73
2022-07-26,Furniture,CUST-0070,476.52
2022-01-17,Furniture,CUST-0140,108.52
2023-12-30,Office Supplies,CUST-0174,44.42
2022-04-27,Furniture,CUST-0164,45.79
2022-03-08,Technology,CUST-0095,220.09
2022-09-12,Furniture,CUST-0403,173.17
2022-11-25,Technology,CUST-0229,468.48
2023-08-24,Office Supplies,CUST-0134,420.48
2023-06-17,Technology,CUST-0195,323.38
2022-11-20,Office Supplies,CUST-0110,67.34
2022-09-11,Technology,CUST-0118,79.68
2022-04-01,Technology,CUST-0405,119.63
2022-08-05,Office Supplies,CUST-0098,226.76
2023-02-07,Furniture,CUST-0019,274.0
2023-10-15,Office Supplies,CUST-0089,41.66
2023-01-24,Technology,CUST-0107,95.09
2022-08-02,Furniture,CUST-0121,236.21
2022-06-29,Office Supplies,CUST-0087,303.91
2022-02-15,Furniture,CUST-0056,256.71
2023-10-24,Technology,CUST-0311,116.39
2022-11-12,Technology,CUST-0156,186.04
2023-04-07,Office Supplies,CUST-0154,142.02
2023-09-23,Office Supplies,CUST-0466,104.31
2022-09-29,Furniture,CUST-0283,97.48
2023-10-18,Office Supplies,CUST-0123,93.84
2022-12-24,Office Supplies,CUST-0408,232.51
2023-09-14,Furniture,CUST-0338,189.26
2022-10-24,Furniture,CUST-0459,238.87
2022-06-21,Technology,CUST-0396,13.62
2022-05-12,Office Supplies,CUST-0010,72.73
2022-10-21,Office Supplies,CUST-0392,82.97
2022-05-23,Technology,CUST-0277,142.67
2022-02-14,Technology,CUST-0434,48.68
2023-04-21,Office Supplies,CUST-0289,173.15
2023-03-14,Furniture,CUST-0433,86.74
2023-09-04,Office Supplies,CUST-0327,317.5
2022-02-09,Technology,CUST-0431,416.96
2022-09-22,Furniture,CUST-0021,808.12
2023-12-31,Furniture,CUST-0139,472.46
2022-03-11,Office Supplies,CUST-0235,67.36
2022-12-02,Office Supplies,CUST-0049,138.77
2022-01-28,Furniture,CUST-0165,266.7
2023-10-31,Office Supplies,CUST-0279,211.83
2023-06-03,Furniture,CUST-0109,1035.12
2023-05-24,Technology,CUST-0053,493.37
2023-01-26,Technology,CUST-0334,385.5
2023-10-28,Office Supplies,CUST-0081,232.19
2023-10-07,Furniture,CUST-0378,232.77
2023-09-16,Furniture,CUST-0154,176.76
2023-07-13,Furniture,CUST-0106,423.99
2023-11-02,Technology,CUST-0177,72.53
2023-12-10,Technology,CUST-0395,40.58
2023-10-25,Technology,CUST-0130,263.36
2022-09-29,Furniture,CUST-0303,147.72
2022-12-24,Office Supplies,CUST-0251,246.75
2022-05-26,Technology,CUST-0352,578.52
2023-03-14,Furniture,CUST-0213,165.74
2023-02-19,Furniture,CUST-0430,126.42
2023-07-27,Office Supplies,CUST-0190,121.31
2022-06-19,Furniture,CUST-0196,164.74
2023-03-03,Furniture,CUST-0317,77.47
2022-09-26,Office Supplies,CUST-0224,54.4
2023-02-01,Technology,CUST-0352,501.59
2022-04-08,Furniture,CUST-0499,104.01
2022-07-07,Technology,CUST-0400,423.21
2022-05-05,Technology,CUST-0309,192.34
2022-10-23,Furniture,CUST-0460,525.61
2023-06-09,Office Supplies,CUST-0178,326.79
2023-12-18,Office Supplies,CUST-0032,310.11
2022-09-30,Office Supplies,CUST-0483,110.02
2023-03-06,Furniture,CUST-0033,98.55
2022-03-30,Furniture,CUST-0385,62.48
2023-01-09,Technology,CUST-0450,281.86
2023-06-21,Furniture,CUST-0255,512.48
2022-11-30,Office Supplies,CUST-0368,181.01
2023-07-08,Furniture,CUST-0176,255.73
2022-10-11,Furniture,CUST-0179,65.07
2023-02-18,Office Supplies,CUST-0420,188.67
2023-03-26,Office Supplies,CUST-0366,258.09
2023-02-16,Office Supplies,CUST-0254,211.37
2022-02-15,Office Supplies,CUST-0298,489.64
2022-10-10,Technology,CUST-0467,160.07
2022-07-16,Office Supplies,CUST-0469,189.18
2023-03-11,Furniture,CUST-0327,119.58
2023-05-22,Furniture,CUST-0404,306.62
2023-06-30,Office Supplies,CUST-0475,304.15
2022-01-10,Technology,CUST-0247,333.89
2022-08-09,Technology,CUST-0058,332.06
2022-02-07,Office Supplies,CUST-0109,29.34
2022-01-01,Technology,CUST-0235,259.2
2023-07-10,Office Supplies,CUST-0415,221.4
2022-01-05,Technology,CUST-0112,315.44
2023-01-04,Office Supplies,CUST-0025,79.42
2022-12-20,Technology,CUST-0003,84.37
2023-07-13,Furniture,CUST-0221,240.99
2023-12-10,Technology,CUST-0221,250.11
2023-02-28,Furniture,CUST-0065,384.84
2023-08-04,Technology,CUST-0401,231.78
2022-08-01,Technology,CUST-0159,121.3
2023-03-13,Furniture,CUST-0293,141.42
2023-11-02,Office Supplies,CUST-0122,68.75
2023-11-12,Office Supplies,CUST-0371,308.56
2022-03-30,Furniture,CUST-0082,109.49
2023-05-28,Furniture,CUST-0197,344.88
2023-10-15,Furniture,CUST-0456,74.98
